,BOROUGH,STREET,BIKE_DIR,LANE_COUNT,FT_FACILIT,LATITUDE1,LONGITUDE1,LATITUDE2,LONGITUDE2
2221,QUEENS,WALLABOUT ST,L,1,,40.701594,-73.948747,40.702784,-73.946907
2230,QUEENS,SCHOLES ST,R,1,Standard,40.708306,-73.948421,40.708466,-73.946755
2231,QUEENS,LEONARD ST,L,1,,40.709177,-73.946852,40.709894,-73.946974
2253,QUEENS,THROOP AV,L,1,,40.695289,-73.943388,40.694557,-73.943242
2257,QUEENS,WHIPPLE ST,R,1,Signed Route,40.701091,-73.945014,40.701862,-73.943825
2259,QUEENS,MOORE ST,L,1,,40.703209,-73.946251,40.703422,-73.945909
2260,QUEENS,MANHATTAN AV,R,1,Standard,40.704309,-73.94445,40.705021,-73.944568
2288,MANHATTAN,CHAMBERS ST,R,1,Sharrows,40.716602,-74.011627,40.717034,-74.01256
2290,MANHATTAN,GREENWICH ST,L,1,,40.716303,-74.010967,40.716925,-74.010834
2306,MANHATTAN,W HOUSTON ST,R,1,Sharrows,40.728915,-74.008593,40.728988,-74.00935
2311,MANHATTAN,CLARKSON ST,L,1,,40.729628,-74.0084,40.729706,-74.009208
2314,MANHATTAN,CHRISTOPHER ST,2,2,Standard,40.732643,-74.008633,40.732451,-74.009869
2316,MANHATTAN,W 10 ST,L,1,,40.733401,-74.008554,40.733204,-74.0098
2330,MANHATTAN,AV OF THE AMERICAS,R,1,Standard,40.718273,-74.005324,40.719005,-74.005174
2331,MANHATTAN,VARICK ST,L,1,,40.719127,-74.006936,40.719777,-74.006808
2348,MANHATTAN,SPRING ST,L,1,,40.72584,-74.007557,40.725915,-74.008348
2351,MANHATTAN,CHARLTON ST,R,1,Standard,40.727329,-74.00732,40.72747,-74.008845
2353,MANHATTAN,HUDSON ST,R,1,Protected Path,40.728772,-74.00709,40.729495,-74.006973
2379,MANHATTAN,BLEECKER ST,L,1,,40.73401,-74.004561,40.734659,-74.004747
2401,MANHATTAN,GANSEVOORT ST,R,1,Standard,40.739417,-74.005918,40.739404,-74.00645
2408,MANHATTAN,THOMPSON ST,L,1,,40.722718,-74.004448,40.723449,-74.003829
2413,MANHATTAN,BROOME ST,R,1,Sharrows,40.723682,-74.003635,40.724054,-74.00438
2422,MANHATTAN,PRINCE ST,R,1,Curbside,40.726495,-74.00235,40.726877,-74.003122
2430,MANHATTAN,MAC DOUGAL ST,L,1,,40.729167,-74.00119,40.729988,-74.000498
2432,MANHATTAN,CARMINE ST,L,1,,40.729857,-74.003955,40.729447,-74.005172
2459,MANHATTAN,13 ST,R,1,Standard,40.739418,-74.003865,40.740023,-74.005292
2467,MANHATTAN,WEST 16 STREET,L,1,,40.74108,-74.001555,40.742284,-74.004415
2490,MANHATTAN,W 3 ST,R,1,Sharrows,40.72931,-73.997886,40.729685,-73.998605
2491,MANHATTAN,LA GUARDIA PL,2,2,Standard,40.72931,-73.997886,40.729942,-73.99736
2495,MANHATTAN,W 4 ST,L,1,,40.731043,-73.999604,40.731706,-74.000954
2496,MANHATTAN,WASHINGTON SQ S,R,1,Standard,40.731043,-73.999604,40.730668,-73.998854
2498,MANHATTAN,WASHINGTON SQ W,R,1,Curbside,40.731627,-73.999109,40.731043,-73.999604
2512,MANHATTAN,W 8 ST,L,1,,40.732946,-73.997987,40.733611,-73.999556
2513,MANHATTAN,12 ST,L,1,,40.73723,-74.000647,40.737675,-74.001768
2520,MANHATTAN,AVE OF THE AMERICAS,R,1,Standard,40.736668,-73.997341,40.737361,-73.99684
2522,MANHATTAN,WEST 15 STREET,R,1,Standard,40.739243,-73.999185,40.740444,-74.002019
2531,MANHATTAN,CHRYSTIE ST,2,2,Protected Path,40.716975,-73.994455,40.718144,-73.993828
2540,MANHATTAN,LAFAYETTE ST,R,1,Protected Path,40.723686,-73.996476,40.724403,-73.995882
2559,MANHATTAN,GREAT JONES ST,R,1,Sharrows,40.727819,-73.994751,40.728193,-73.995593
2566,MANHATTAN,E 4 ST,R,1,Standard,40.728412,-73.994253,40.727867,-73.993147
2568,MANHATTAN,WASHINGTON SQ N,R,1,Curbside,40.731409,-73.996974,40.732215,-73.998612
2569,MANHATTAN,5 AVE,L,2,,40.731409,-73.996974,40.731856,-73.996639
2571,MANHATTAN,WASHINGTON SQ E,R,1,Curbside,40.729552,-73.996572,40.730155,-73.996063
2574,MANHATTAN,E 8 ST,R,1,Standard,40.731596,-73.994789,40.731276,-73.994036
2580,MANHATTAN,E 9 ST,L,1,,40.732847,-73.995914,40.732166,-73.994297
2582,MANHATTAN,E 10 ST,R,1,Standard,40.733436,-73.99549,40.732731,-73.993814
2599,MANHATTAN,W 21 ST,R,1,Standard,40.741622,-73.993734,40.742811,-73.99658
2607,MANHATTAN,RIVINGTON ST,L,1,,40.721028,-73.991505,40.720766,-73.990629
2612,MANHATTAN,E 1 ST,L,1,,40.724617,-73.991633,40.724274,-73.990819
2639,MANHATTAN,EAST 15 STREET,L,1,,40.736691,-73.99312,40.735888,-73.991211
2641,MANHATTAN,EAST 16 STREET,R,1,Sharrows,40.73733,-73.992654,40.736531,-73.990752
2643,MANHATTAN,UNION SQ W,L,1,,40.735888,-73.991211,40.736531,-73.990752
2647,MANHATTAN,E 17 ST,L,1,,40.737917,-73.992225,40.737132,-73.990331
2650,MANHATTAN,W 20 ST,L,1,,40.739673,-73.990945,40.741029,-73.994161
2652,MANHATTAN,E 20 ST,R,1,Standard,40.739673,-73.990945,40.739177,-73.989765
2654,MANHATTAN,E 21 ST,L,1,,40.740262,-73.990518,40.739865,-73.989583
2669,MANHATTAN,STANTON ST,R,1,Curbside,40.720983,-73.98695,40.720745,-73.986158
2675,MANHATTAN,E 3 ST,L,1,,40.725582,-73.98987,40.724574,-73.987491
2677,MANHATTAN,1 AV,R,1,Protected Path,40.723915,-73.987971,40.724574,-73.987491
2699,MANHATTAN,4 AVE,R,1,Curbside,40.734435,-73.989903,40.73497,-73.989966
2700,MANHATTAN,E 15 ST,L,1,,40.734659,-73.988286,40.733978,-73.986679
2702,MANHATTAN,AV A,2,2,Standard,40.726053,-73.983535,40.726666,-73.983091
2703,MANHATTAN,UNION SQ S,L,1,,40.734839,-73.990754,40.734854,-73.990715
2705,MANHATTAN,E 16 ST,R,1,Standard,40.735292,-73.987816,40.734618,-73.986213
2716,MANHATTAN,W 25 ST,L,1,,40.742814,-73.988644,40.74303,-73.989155
2719,MANHATTAN,DELANCEY ST,R,1,Sharrows,40.717167,-73.984936,40.716956,-73.984233
2720,MANHATTAN,DELANCEY ST N,L,1,,40.717674,-73.984839,40.717414,-73.983995
2767,MANHATTAN,E 26 ST,R,1,Protected Path,40.741412,-73.98336,40.740955,-73.982288
2790,MANHATTAN,E 29 ST,L,1,,40.742587,-73.98041,40.741643,-73.978168
2811,MANHATTAN,W 29 ST,R,1,Protected Path,40.750241,-73.998594,40.751446,-74.00143
2813,MANHATTAN,W 30 ST,L,1,,40.750903,-73.99812,40.751376,-73.999305
2823,MANHATTAN,W 26 ST,L,1,,40.746004,-73.994263,40.747205,-73.997099
2863,MANHATTAN,W 40 ST,L,1,,40.75595,-73.990726,40.757144,-73.993562
2869,MANHATTAN,W 44 ST,L,1,,40.759729,-73.991685,40.760927,-73.994526
2898,MANHATTAN,W 32 ST,L,1,,40.748289,-73.988177,40.748513,-73.988714
2909,MANHATTAN,W 43 ST,R,1,Standard,40.757907,-73.989297,40.759105,-73.992137
2923,MANHATTAN,W 52 ST,L,1,,40.764737,-73.988033,40.765934,-73.990876
2927,MANHATTAN,W 54 ST,L,1,,40.765989,-73.987122,40.767187,-73.989964
2929,MANHATTAN,W 55 ST,R,1,Protected Path,40.766616,-73.98666,40.767815,-73.989505
2935,MANHATTAN,AMSTERDAM,R,1,Protected Path,40.770415,-73.987615,40.771054,-73.987146
2937,MANHATTAN,E 30 ST,R,1,Standard,40.745921,-73.986393,40.745244,-73.984793
2943,MANHATTAN,W 42 ST,L,1,,40.755808,-73.986404,40.756036,-73.986949
2959,MANHATTAN,W 47 ST,L,1,,40.759199,-73.984619,40.759404,-73.985104
2961,MANHATTAN,W 48 ST,L,1,,40.760116,-73.984836,40.761037,-73.987015
2966,MANHATTAN,W 51 ST,R,1,Sharrows,40.762065,-73.983629,40.762915,-73.985647
2982,MANHATTAN,COLUMBUS AVE,L,1,,40.769226,-73.984764,40.769848,-73.984315
2987,MANHATTAN,E 40 ST,R,1,Standard,40.752197,-73.981822,40.751522,-73.980221
2990,MANHATTAN,E 43 ST,L,1,,40.754155,-73.980396,40.75348,-73.978783
2992,MANHATTAN,E 44 ST,R,1,Standard,40.754783,-73.979936,40.7541,-73.978332
3014,MANHATTAN,COLUMBUS CIR,L,1,,40.767714,-73.981789,40.76771,-73.981813
3016,MANHATTAN,COLUMBUS CIRCLE,L,1,,40.768408,-73.982043,40.76841,-73.982036
3018,MANHATTAN,CENTRAL PARK W,R,1,Protected Path,40.76839,-73.981679,40.769273,-73.981023
3031,MANHATTAN,WEST END AV,2,2,Bike-Friendly Parking,40.779808,-73.984476,40.78049,-73.983978
3033,MANHATTAN,RIVERSIDE DR,R,1,Sharrows,40.783774,-73.983901,40.784352,-73.983297
3035,MANHATTAN,W 79 ST,L,1,,40.785596,-73.984711,40.785613,-73.984725
3041,MANHATTAN,COLUMBUS AV,L,1,,40.772991,-73.982079,40.773602,-73.981573
3050,MANHATTAN,AMSTERDAM AVE,R,1,Protected Path,40.778608,-73.981621,40.779292,-73.981134
3077,MANHATTAN,EAST HOUSTON ST,R,1,Protected Path,40.718753,-73.975119,40.718746,-73.974995
3078,MANHATTAN,EAST 10 ST PED OVPS,2,0,,40.72417,-73.972983,40.724431,-73.972825
3119,QUEENS,N 11 ST,R,1,Standard,40.722534,-73.959347,40.721733,-73.958056
3121,QUEENS,N 12 ST,L,1,,40.723084,-73.958749,40.722286,-73.957461
3126,QUEENS,QUAY ST,2,2,Protected Path,40.726191,-73.958628,40.7263,-73.957353
3127,QUEENS,N 14 ST,R,1,Protected Path,40.724285,-73.95772,40.72339,-73.956273
3128,QUEENS,CALYER ST,L,1,,40.72689,-73.958777,40.727069,-73.957184
3129,QUEENS,GREENPOINT AVE,2,2,Standard,40.729722,-73.959244,40.729879,-73.957594
3130,QUEENS,FRANKLIN ST,2,2,Sharrows,40.730589,-73.957711,40.731299,-73.957827
3133,QUEENS,FREEMAN ST,L,1,,40.733979,-73.959945,40.734135,-73.958292
3134,QUEENS,EAGLE ST,R,1,Standard,40.734673,-73.960041,40.734844,-73.958408
3142,QUEENS,COMMERCIAL ST,2,2,Sharrows,40.736278,-73.958515,40.737152,-73.956902
3147,BROOKLYN,51 AV,L,1,,40.742865,-73.95863,40.742487,-73.956669
3170,QUEENS,NASSAU AV,R,1,Standard,40.72246,-73.954777,40.722636,-73.954183
3171,QUEENS,BANKER ST,R,1,Standard,40.723225,-73.954512,40.724329,-73.955138
3195,QUEENS,BOX ST,R,1,Sharrows,40.737152,-73.956902,40.737285,-73.955423
3203,QUEENS,ASH ST,L,1,,40.737997,-73.955472,40.738221,-73.953153
3207,BROOKLYN,50 AV,R,1,Sharrows,40.742729,-73.954109,40.742687,-73.9539
3228,QUEENS,PAIDGE AV,2,2,Sharrows,40.737522,-73.952749,40.737009,-73.951157
3229,QUEENS,MC GUINNESS BLVD,R,1,Sharrows,40.737522,-73.952749,40.738166,-73.952814
3232,BROOKLYN,JACKSON AV,2,2,Standard,40.741935,-73.953804,40.742476,-73.952757
3233,BROOKLYN,VERNON BLVD,L,1,,40.742687,-73.9539,40.74199,-73.954124
3235,BROOKLYN,11 ST,R,1,Sharrows,40.742938,-73.951895,40.742672,-73.951681
3239,BROOKLYN,49 AV,R,1,Sharrows,40.742884,-73.951159,40.742758,-73.950466
3241,BROOKLYN,11 PLACE,R,1,Standard,40.742758,-73.950466,40.742064,-73.9507
3261,QUEENS,PROVOST ST,2,2,Sharrows,40.731387,-73.949338,40.732093,-73.949451
3289,BROOKLYN,SKILLMAN AV,2,2,Sharrows,40.741982,-73.946421,40.742882,-73.944196
3298,MANHATTAN,E 48 ST,R,1,Standard,40.757284,-73.978116,40.756606,-73.976504
3300,MANHATTAN,E 51 ST,L,1,,40.759165,-73.976745,40.758487,-73.975134
3303,MANHATTAN,E 52 ST,R,1,Protected Path,40.759787,-73.976289,40.759113,-73.974679
3310,MANHATTAN,C P 6 AV APPR,R,1,Greenway,40.766236,-73.976575,40.766285,-73.976677
3317,MANHATTAN,E 37 ST,2,2,Protected Path,40.745681,-73.972125,40.745183,-73.970928
3328,MANHATTAN,E 54 ST,R,1,Standard,40.76104,-73.975374,40.760364,-73.973766
3330,MANHATTAN,E 55 ST,L,1,,40.761667,-73.974915,40.760989,-73.973309
3333,MANHATTAN,C P GRAND ARMY PLZ APPR,2,2,Greenway,40.769015,-73.972867,40.769115,-73.972826
3340,MANHATTAN,E 71 ST,L,1,,40.769739,-73.962704,40.769064,-73.96111
3378,MANHATTAN,SUTTON PL S,L,1,,40.756059,-73.961622,40.755454,-73.9621
3381,MANHATTAN,1 AVE,R,1,Protected Path,40.757637,-73.963411,40.758309,-73.962924
3385,MANHATTAN,E 59 ST,2,2,Sharrows,40.760599,-73.964314,40.760281,-73.963556
3386,MANHATTAN,2 AVE,L,1,,40.761233,-73.963883,40.761859,-73.963424
3395,MANHATTAN,E 70 ST,R,1,Standard,40.769112,-73.963162,40.768432,-73.961548
3398,MANHATTAN,EAST LOOP RD,2,2,Buffered,40.752857,-73.957273,40.752853,-73.957279
3399,MANHATTAN,SUTTON PL,2,2,Signed Route,40.756688,-73.961157,40.756059,-73.961622
3403,MANHATTAN,EAST 60 ST PED OVPS,2,2,Greenway,40.759285,-73.959264,40.758935,-73.958502
3404,MANHATTAN,YORK AV,2,2,Signed Route,40.759285,-73.959264,40.759913,-73.95881
3424,MANHATTAN,WEST LOOP RD,2,2,Buffered,40.756107,-73.956318,40.755631,-73.956752
3427,MANHATTAN,NORTH LOOP RD,2,2,Buffered,40.755755,-73.954247,40.756484,-73.955574
3429,MANHATTAN,WEST RD,2,2,Signed Route,40.757844,-73.954822,40.758037,-73.95471
3454,BROOKLYN,44 DR,2,2,Standard,40.749056,-73.952213,40.748934,-73.95164
3459,BROOKLYN,10 STREET,L,1,,40.748934,-73.95164,40.748257,-73.952232
3464,MANHATTAN,EAST 71 ST PED OVPS,2,2,Greenway,40.765325,-73.952084,40.76528,-73.951988
3465,MANHATTAN,E 77 ST,R,1,Standard,40.770073,-73.951398,40.769469,-73.949936
3466,MANHATTAN,YORK AVE,L,1,,40.770073,-73.951398,40.770709,-73.950933
3469,BROOKLYN,11 STREET,2,2,Sharrows,40.749298,-73.949416,40.74854,-73.949628
3474,MANHATTAN,CHEROKEE PL,R,1,Sharrows,40.769469,-73.949936,40.770085,-73.949455
3476,BROOKLYN,23 ST,2,2,Sharrows,40.748401,-73.944787,40.747664,-73.945056
3480,BROOKLYN,QUEENS PLZ N,2,2,Greenway,40.75253,-73.943835,40.752037,-73.942719
3496,MANHATTAN,W 77 ST,R,1,Standard,40.780651,-73.976417,40.781839,-73.979285
3498,MANHATTAN,W 78 ST,L,1,,40.781273,-73.975994,40.782465,-73.978823
3506,MANHATTAN,E 91 ST,L,1,,40.781059,-73.949422,40.780064,-73.947049
3512,MANHATTAN,C P W 72 APPR,2,2,Greenway,40.776063,-73.975573,40.77622,-73.975955
3514,MANHATTAN,TER DR,2,2,Greenway,40.774281,-73.973701,40.774377,-73.973804
3580,MANHATTAN,E 78 ST,R,1,Standard,40.77631,-73.964228,40.775638,-73.962623
3593,MANHATTAN,E 90 ST,R,1,Standard,40.784083,-73.958568,40.783417,-73.956945
3606,MANHATTAN,C P 102 CENTER DR,2,2,Greenway,40.793609,-73.957707,40.79365,-73.957467
3632,MANHATTAN,EAST 106 STREET,2,2,Standard,40.794285,-73.951111,40.793606,-73.949508
3651,MANHATTAN,DUKE ELLINGTON CR,R,1,Curbside,40.796606,-73.949423,40.796596,-73.949397
3652,BROOKLYN,91 ST,R,1,Standard,40.65723,-73.841372,40.655557,-73.840954
3655,MANHATTAN,110 ST,R,1,Curbside,40.796704,-73.948846,40.796156,-73.947645
3656,MANHATTAN,111 ST,L,1,,40.797483,-73.948787,40.796797,-73.947176
3673,MANHATTAN,CATHEDRAL PKWY,2,2,Sidewalk,40.804684,-73.968048,40.804742,-73.968113
3679,MANHATTAN,W 106 ST,2,2,Standard,40.798654,-73.961478,40.799234,-73.962867
3683,MANHATTAN,AMSTERDAM AV,2,2,Standard,40.804258,-73.962922,40.804885,-73.962475
3694,MANHATTAN,FREDERICK DOUGLASS CR,L,1,,40.800365,-73.958333,40.800373,-73.958351
3695,MANHATTAN,FRED DOUGLASS CIR,L,1,,40.800355,-73.95804,40.800348,-73.95806
3702,MANHATTAN,FRED DOUGLASS BLVD,2,2,Standard,40.800799,-73.958014,40.801231,-73.957695
3703,MANHATTAN,W 111 ST,R,1,Standard,40.801231,-73.957695,40.801844,-73.959147
3705,MANHATTAN,MORNINGSIDE DR,2,2,Bike-Friendly Parking,40.805597,-73.958182,40.806291,-73.957722
3712,MANHATTAN,ST CLAIR PL,L,1,,40.817007,-73.959493,40.817511,-73.960687
3713,MANHATTAN,W 125 ST,R,1,Sharrows,40.817007,-73.959493,40.817959,-73.960357
3715,MANHATTAN,12 AVE,2,2,Sharrows,40.817511,-73.960687,40.817959,-73.960357
3738,MANHATTAN,ST NICHOLAS AV,R,1,Standard,40.80419,-73.952723,40.80503,-73.95276
3773,MANHATTAN,E 119 ST,L,1,,40.802599,-73.945051,40.801919,-73.943436
3780,MANHATTAN,W 151 St PED OVPS,2,0,,40.831025,-73.949671,40.831183,-73.949624
3784,MANHATTAN,ST NICHOLAS PL,R,1,Standard,40.825955,-73.943357,40.82658,-73.942895
3789,MANHATTAN,FT WASHINGTON AV,2,2,Sharrows,40.836381,-73.944574,40.837077,-73.944296
3806,QUEENS,KNAPP ST,L,1,,40.594872,-73.933053,40.594639,-73.933011
3811,QUEENS,ALLEN AV,L,1,,40.595224,-73.932413,40.594872,-73.933053
3850,QUEENS,E 38 ST,2,2,Standard,40.607414,-73.926249,40.605794,-73.924441
3854,QUEENS,AVE V,2,2,Protected Path,40.605794,-73.924441,40.606253,-73.923731
3858,QUEENS,E 56 ST,2,2,Standard,40.62619,-73.921836,40.623919,-73.921594
3864,QUEENS,HENDRICKSON ST,2,2,Protected Path,40.607639,-73.921584,40.606755,-73.920659
3871,QUEENS,PAERDEGAT AVENUE NORTH,2,2,Protected Path,40.631934,-73.913197,40.631569,-73.91235
3900,QUEENS,ROCKAWAY PKWY,2,2,Standard,40.659484,-73.918294,40.657859,-73.916486
3901,QUEENS,E 76 ST,2,2,Curbside,40.633605,-73.916224,40.633036,-73.915599
3903,QUEENS,SARATOGA AVENUE,2,2,Sharrows,40.660042,-73.915086,40.658504,-73.914692
3904,QUEENS,THOMAS S BOYLAND STREET,2,2,Sharrows,40.660597,-73.911335,40.659061,-73.910943
3911,QUEENS,KINGSTON AVENUE,L,1,,40.671185,-73.94203,40.670342,-73.942106
3950,QUEENS,UTICA AV,L,1,,40.662755,-73.931556,40.662051,-73.93148
3954,QUEENS,LEFFERTS AV,2,2,Sharrows,40.663557,-73.931607,40.66362,-73.930685
3971,QUEENS,ROCHESTER AV,R,1,Signed Route,40.674887,-73.927761,40.673996,-73.927841
3981,QUEENS,ST MARK  S AV,R,1,Standard,40.673684,-73.922132,40.673542,-73.919541
3986,QUEENS,PITKIN AV,2,2,Sharrows,40.668276,-73.920048,40.668319,-73.919956
3987,QUEENS,GRAFTON ST,R,1,Sharrows,40.668631,-73.919231,40.668431,-73.919181
3990,QUEENS,PITKIN AVENUE,2,2,Sharrows,40.66857,-73.918261,40.668709,-73.917306
3991,QUEENS,LEGION ST,L,1,,40.669002,-73.918382,40.66857,-73.918261
3995,QUEENS,HOWARD AV,L,1,,40.675214,-73.919384,40.674437,-73.919455
4000,QUEENS,BLAKE AV,2,2,Sharrows,40.664654,-73.916267,40.664794,-73.91531
4008,QUEENS,SARATOGA AVE,R,1,Sharrows,40.66982,-73.91711,40.669544,-73.917136
4015,QUEENS,THOMAS S BOYLAND ST,L,1,,40.684338,-73.914756,40.683606,-73.914611
4020,QUEENS,JEFFERSON AVE,R,1,Standard,40.68693,-73.917552,40.68836,-73.916147
4021,QUEENS,HANCOCK ST,L,1,,40.686497,-73.916798,40.687935,-73.915394
4048,BROOKLYN,92 ST,L,1,,40.657362,-73.840451,40.655689,-73.840036
4050,QUEENS,EVERGREEN AV,L,1,,40.687699,-73.91094,40.687271,-73.910189
4056,QUEENS,MOTHER GASTON BLVD,L,1,,40.673827,-73.908381,40.673313,-73.908419
4058,QUEENS,LIBERTY AV,2,2,Sharrows,40.672746,-73.907656,40.672891,-73.906675
4062,QUEENS,CENTRAL AV,R,1,Signed Route,40.68789,-73.907238,40.687461,-73.906486
4092,QUEENS,MORGAN AV,2,2,Curbside,40.709988,-73.933296,40.710669,-73.933601
4095,QUEENS,KNICKERBOCKER AV,L,1,,40.708238,-73.932523,40.707786,-73.932073
4096,QUEENS,HARMAN ST,L,1,,40.699392,-73.919376,40.700976,-73.91782
4103,QUEENS,HART STREET,L,1,,40.695028,-73.931774,40.696337,-73.9305
4104,QUEENS,MALCOLM X BLVD,R,1,Sharrows,40.694422,-73.931345,40.693692,-73.931203
4106,QUEENS,BUSHWICK AV,L,1,,40.696337,-73.9305,40.696254,-73.930348
4111,QUEENS,TROUTMAN ST,L,1,,40.698772,-73.93052,40.70029,-73.929035
4131,QUEENS,GRATTAN ST,R,1,Standard,40.705657,-73.9317,40.70588,-73.93031
4139,QUEENS,METROPOLITAN AVE,2,2,Curbside,40.714451,-73.930593,40.714386,-73.930003
4152,QUEENS,STARR ST,R,1,Standard,40.699862,-73.928282,40.701334,-73.926838
4160,QUEENS,KNICKERBOCKER AVE,L,1,,40.703666,-73.926892,40.703239,-73.926139
4167,QUEENS,VARICK AV,L,1,,40.705749,-73.926631,40.706445,-73.926824
4168,QUEENS,IRVING  AVE,R,1,Standard,40.70568,-73.926089,40.705253,-73.925335
4173,QUEENS,HIMROD ST,R,1,Standard,40.694855,-73.924996,40.696871,-73.923025
4222,BROOKLYN,FLUSHING AVENUE,2,2,Sharrows,40.711456,-73.91986,40.712006,-73.919256
4223,BROOKLYN,ONDERDONK AVENUE,R,1,Standard,40.711456,-73.91986,40.710727,-73.918623
4226,BROOKLYN,WOODWARD AVE,L,1,,40.712448,-73.918526,40.711838,-73.917489
4273,QUEENS,CORNELIA ST,R,1,Standard,40.694687,-73.911107,40.696271,-73.90955
4325,BROOKLYN,RANGE RD,2,2,Greenway,40.559068,-73.899377,40.558129,-73.899161
4329,BROOKLYN,UNNAMED ST,2,2,Greenway,40.562711,-73.886165,40.561894,-73.885773
4331,BROOKLYN,DAVIS RD,2,2,Greenway,40.563868,-73.881527,40.564117,-73.880771
4332,BROOKLYN,BEACH 169 ST GREENWAY,2,2,Greenway,40.564117,-73.880771,40.565228,-73.881419
4334,BROOKLYN,BEACH 169 ST,2,2,Sharrows,40.565968,-73.881848,40.566393,-73.882091
4341,QUEENS,NEW LOTS AVE,2,2,Sharrows,40.656684,-73.90453,40.657137,-73.903643
4342,QUEENS,MOTHER GASTON BOULEVARD,2,2,Sharrows,40.657137,-73.903643,40.656826,-73.903564
4355,QUEENS,VANDALIA AVENUE,2,2,Standard,40.651716,-73.882697,40.651796,-73.882604
4357,QUEENS,HIGHLAND BLVD,L,1,,40.684236,-73.889628,40.684641,-73.889089
4358,QUEENS,VAN SICLEN AV,2,2,Sharrows,40.657591,-73.883491,40.656214,-73.882511
4366,QUEENS,PITKIN AVE,2,2,Sharrows,40.670658,-73.9042,40.670793,-73.90327
4371,QUEENS,DUMONT AV,L,1,,40.665472,-73.899997,40.665608,-73.899077
4415,QUEENS,VERMONT ST,L,1,,40.678971,-73.895698,40.677496,-73.895318
4416,QUEENS,MILLER AV,R,1,Sharrows,40.679607,-73.893019,40.6779,-73.892579
4434,QUEENS,HENDRIX STREET,R,1,Sharrows,40.674117,-73.889742,40.672848,-73.889418
4438,QUEENS,SCHENCK AVENUE,L,1,,40.675496,-73.889151,40.674251,-73.888838
4439,QUEENS,HIGHLAND PARK GREENWAY,2,2,Greenway,40.682683,-73.892088,40.683461,-73.892649
4511,QUEENS,FOUNTAIN AV,R,1,Sharrows,40.673651,-73.874957,40.672389,-73.874625
4517,QUEENS,SUTTER AV,R,1,Standard,40.672389,-73.874625,40.672511,-73.873718
4530,QUEENS,WYCKOFF AVE,R,1,Sharrows,40.697164,-73.906846,40.696976,-73.906524
4536,BROOKLYN,SENECA AVE,R,1,Sharrows,40.700738,-73.904191,40.700409,-73.903675
4537,BROOKLYN,CATALPA AVE,L,1,,40.700738,-73.904191,40.701458,-73.902948
4548,BROOKLYN,69 AV,R,1,Standard,40.701229,-73.902561,40.70177,-73.900698
4562,BROOKLYN,FRESH POND ROAD,2,2,Sharrows,40.70313,-73.895394,40.702593,-73.895202
4568,BROOKLYN,CYPRESS HILLS ST,R,1,Sharrows,40.701104,-73.890865,40.700472,-73.889691
4576,BROOKLYN,COOPER AV,R,1,Standard,40.698858,-73.88818,40.699678,-73.887713
4577,BROOKLYN,65 PLACE,L,1,,40.701276,-73.888862,40.69954,-73.888614
4585,BROOKLYN,69 ST,2,2,Sharrows,40.715187,-73.887424,40.715111,-73.887349
4607,BROOKLYN,78 AV,2,2,Signed Route,40.704215,-73.876162,40.704393,-73.875256
4608,BROOKLYN,73 PL,2,2,Signed Route,40.704439,-73.876303,40.704215,-73.876162
4611,BROOKLYN,COOPER AVENUE,2,2,Sidewalk,40.706595,-73.875278,40.706816,-73.874918
4616,BROOKLYN,79 ST,R,1,Standard,40.704707,-73.871528,40.702762,-73.870733
4618,BROOKLYN,80 ST,2,2,Standard,40.712597,-73.871547,40.711919,-73.871277
4621,BROOKLYN,ROCKAWAY BEACH BLVD,R,1,Curbside,40.569405,-73.864132,40.569243,-73.864542
4622,BROOKLYN,BEACH 126 ST,2,2,Sharrows,40.574875,-73.844299,40.576981,-73.845513
4623,BROOKLYN,BOARDWALK,2,2,Boardwalk,40.575052,-73.843398,40.574789,-73.84418
4661,QUEENS,LORING AVE,2,2,Standard,40.666592,-73.870683,40.666727,-73.869758
4666,QUEENS,CRESCENT ST,L,1,,40.675671,-73.870073,40.674404,-73.869752
4681,BROOKLYN,157 AV,2,2,Standard,40.661315,-73.849095,40.661452,-73.848143
4701,BROOKLYN,79 PL,L,1,,40.704898,-73.870665,40.702838,-73.869819
4710,BROOKLYN,FOREST PARK DR,2,2,Greenway,40.702089,-73.850687,40.702247,-73.850658
4718,BROOKLYN,158 AV,R,1,Sharrows,40.662046,-73.831934,40.662134,-73.831319
4724,BROOKLYN,80 RD,L,1,,40.711291,-73.833992,40.71177,-73.833251
4730,BROOKLYN,BEACH 94 ST,R,1,Sharrows,40.587492,-73.817361,40.587718,-73.817316
4731,BROOKLYN,VAN BRUNT RD,2,2,Sharrows,40.598259,-73.820249,40.597663,-73.819827
4734,BROOKLYN,ROCKAWAY FWY,R,1,Curbside,40.587138,-73.81593,40.586702,-73.817032
4737,BROOKLYN,SHORE FRONT PKWY,2,2,Protected Path,40.586679,-73.800809,40.586618,-73.801709
4738,BROOKLYN,130 PL,2,2,Sharrows,40.657391,-73.810594,40.657028,-73.810481
4742,BROOKLYN,134 ST,R,1,Sharrows,40.659687,-73.808554,40.659388,-73.808467
4744,BROOKLYN,102 ST,L,1,,40.662046,-73.831934,40.660375,-73.831517
4747,BROOKLYN,101 ST,R,1,Sharrows,40.665155,-73.833648,40.663587,-73.833269
4749,BROOKLYN,155 AV,L,1,,40.663587,-73.833269,40.663719,-73.832332
