CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/19/2021,19:25,BROOKLYN,11206,40.696983,-73.935234,"(40.696983, -73.935234)",MYRTLE AVENUE,BROADWAY,,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,,,,4408684,Sedan,Bike,,,
04/05/2021,17:49,QUEENS,11385,40.702785,-73.85705,"(40.702785, -73.85705)",MYRTLE AVENUE,88 LANE,,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4409299,Station Wagon/Sport Utility Vehicle,Bike,,,
04/14/2021,18:14,MANHATTAN,10003,40.73715,-73.98859,"(40.73715, -73.98859)",PARK AVENUE SOUTH,EAST 18 STREET,,1,0,0,0,1,0,0,0,Pavement Defective,Unspecified,,,,4409306,Sedan,Bike,,,
04/19/2021,20:50,BROOKLYN,11217,40.6865,-73.98787,"(40.6865, -73.98787)",DEAN STREET,HOYT STREET,,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4408679,Bike,,,,
04/19/2021,18:30,MANHATTAN,10014,40.72766,-74.00316,"(40.72766, -74.00316)",AVENUE OF THE AMERICAS,KING STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4408734,Bike,E-Scooter,,,
04/19/2021,18:35,BROOKLYN,11233,40.685158,-73.9273,"(40.685158, -73.9273)",,,699       HANCOCK STREET,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,4408947,Bike,Taxi,,,
04/12/2021,6:00,,,,,,VERNON BOULEVARD,welling ct,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4409175,Bike,,,,
04/16/2021,21:17,,,,,,NICK LAPORTE PLACE,BAY STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4409349,Sedan,Bike,,,
12/17/2021,16:50,,,40.753986,-73.80769,"(40.753986, -73.80769)",159 STREET,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4487431,Station Wagon/Sport Utility Vehicle,Bike,,,
12/16/2021,16:30,,,,,,,,71        EAST DRIVE,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4487256,Bike,Bike,,,
12/08/2021,12:30,MANHATTAN,10033,40.84619,-73.93846,"(40.84619, -73.93846)",BROADWAY,WEST 175 STREET,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,4487407,Bike,Sedan,,,
12/16/2021,10:35,BRONX,10472,40.828686,-73.87799,"(40.828686, -73.87799)",,,1537      WESTCHESTER AVENUE,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,,,,4487037,Sedan,E-Bike,,,
12/17/2021,8:50,,,40.58516,-73.9874,"(40.58516, -73.9874)",CROPSEY AVENUE,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4487741,Sedan,Bike,,,
12/15/2021,8:44,BROOKLYN,11226,40.650917,-73.947464,"(40.650917, -73.947464)",,,3209      CHURCH AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4486956,Box Truck,Bike,,,
12/16/2021,20:25,,,40.753304,-73.912575,"(40.753304, -73.912575)",NORTHERN BOULEVARD,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4487163,Station Wagon/Sport Utility Vehicle,Bike,,,
12/15/2021,18:53,QUEENS,11415,40.70703,-73.831665,"(40.70703, -73.831665)",LEFFERTS BOULEVARD,ABINGDON ROAD,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4487030,Box Truck,E-Bike,,,
12/14/2021,20:00,BROOKLYN,11230,40.619396,-73.969574,"(40.619396, -73.969574)",OCEAN PARKWAY,AVENUE L,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4487935,Station Wagon/Sport Utility Vehicle,Bike,,,
12/16/2021,11:59,MANHATTAN,10019,40.76814,-73.98622,"(40.76814, -73.98622)",,,405       WEST 57 STREET,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487148,Ambulance,E-Bike,,,
09/13/2021,23:00,,,,,,CROSS BAY BOULEVARD,SHORE PARKWAY,,1,0,0,0,1,0,0,0,View Obstructed/Limited,View Obstructed/Limited,Unspecified,,,4456968,Station Wagon/Sport Utility Vehicle,Sedan,Bike,,
09/12/2021,19:30,MANHATTAN,10001,40.748436,-73.9962,"(40.748436, -73.9962)",WEST 28 STREET,8 AVENUE,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4457439,Bike,Moped,,,
09/13/2021,7:25,MANHATTAN,10007,40.71552,-74.00925,"(40.71552, -74.00925)",CHAMBERS STREET,WEST BROADWAY,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4456727,Bike,Pick-up Truck,,,
09/13/2021,19:20,,,40.730194,-73.887566,"(40.730194, -73.887566)",74 STREET,GRAND AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4457250,Sedan,Bike,,,
04/20/2021,18:25,MANHATTAN,10016,40.748436,-73.984566,"(40.748436, -73.984566)",5 AVENUE,WEST 34 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4409075,Bike,Box Truck,,,
04/20/2021,22:20,QUEENS,11369,40.762524,-73.865555,"(40.762524, -73.865555)",GILLMORE STREET,29 AVENUE,,2,0,0,0,1,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4409282,Sedan,Bike,,,
04/20/2021,17:30,BROOKLYN,11220,40.647587,-74.006905,"(40.647587, -74.006905)",,,512       45 STREET,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4409030,Sedan,Bike,,,
04/11/2021,14:50,MANHATTAN,10023,40.778606,-73.98163,"(40.778606, -73.98163)",WEST 72 STREET,AMSTERDAM AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4409624,Station Wagon/Sport Utility Vehicle,Bike,,,
04/19/2021,18:00,BRONX,10460,40.84428,-73.88886,"(40.84428, -73.88886)",,,760       EAST TREMONT AVENUE,1,0,0,0,1,0,0,0,View Obstructed/Limited,Passing or Lane Usage Improper,,,,4409504,Station Wagon/Sport Utility Vehicle,E-Bike,,,
04/20/2021,16:19,BROOKLYN,11226,40.640823,-73.96531,"(40.640823, -73.96531)",RUGBY ROAD,CORTELYOU ROAD,,1,0,0,0,1,0,0,0,Unspecified,,,,,4409142,Bike,,,,
04/20/2021,11:58,BROOKLYN,11211,40.706673,-73.95443,"(40.706673, -73.95443)",HARRISON AVENUE,HOOPER STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4409191,Sedan,Pedicab,,,
04/20/2021,12:40,MANHATTAN,10016,40.74445,-73.97304,"(40.74445, -73.97304)",EAST 35 STREET,1 AVENUE,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,,,,4409085,Station Wagon/Sport Utility Vehicle,Bike,,,
03/22/2021,9:00,,,40.806705,-73.952866,"(40.806705, -73.952866)",SAINT NICHOLAS AVENUE,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4409571,Bike,,,,
04/20/2021,13:01,MANHATTAN,10024,40.782463,-73.97883,"(40.782463, -73.97883)",WEST 78 STREET,AMSTERDAM AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4409287,Taxi,Bike,,,
04/20/2021,18:35,BROOKLYN,11214,40.60548,-73.999725,"(40.60548, -73.999725)",86 STREET,BAY 22 STREET,,1,0,0,0,1,0,0,0,Driver Inexperience,,,,,4409665,Bike,,,,
04/20/2021,8:48,,,40.642548,-74.016655,"(40.642548, -74.016655)",4 AVENUE,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4409028,Station Wagon/Sport Utility Vehicle,E-Bike,,,
04/20/2021,19:45,,,40.71523,-74.01334,"(40.71523, -74.01334)",WEST STREET,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4409011,Sedan,Bike,,,
04/20/2021,10:50,QUEENS,11103,40.763893,-73.915,"(40.763893, -73.915)",STEINWAY STREET,30 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4409164,E-Bike,,,,
04/20/2021,19:45,QUEENS,11368,40.755222,-73.87076,"(40.755222, -73.87076)",,,97-10     34 AVENUE,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4409277,Station Wagon/Sport Utility Vehicle,Bike,,,
04/14/2021,16:20,BROOKLYN,11204,40.623367,-73.989494,"(40.623367, -73.989494)",17 AVENUE,60 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4409494,Bus,Bike,,,
09/04/2021,16:00,,,40.72202,-73.98345,"(40.72202, -73.98345)",AVENUE B,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4457352,Bike,Sedan,,,
09/11/2021,15:25,MANHATTAN,10011,40.74406,-74.00682,"(40.74406, -74.00682)",WEST 17 STREET,10 AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4457404,Sedan,Bike,,,
09/13/2021,12:20,BROOKLYN,11223,40.602467,-73.96638,"(40.602467, -73.96638)",OCEAN PARKWAY,AVENUE S,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,4456963,Sedan,Bike,,,
09/11/2021,22:05,QUEENS,11106,40.7611,-73.93999,"(40.7611, -73.93999)",36 AVENUE,11 STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4457442,Bike,,,,
09/13/2021,12:47,MANHATTAN,10030,40.815826,-73.947044,"(40.815826, -73.947044)",WEST 134 STREET,8 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4457136,Bike,,,,
09/13/2021,16:43,,,40.82538,-73.94006,"(40.82538, -73.94006)",WEST 149 STREET,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Other Vehicular,,,,4457138,Bike,,,,
09/13/2021,7:30,BROOKLYN,11207,40.65759,-73.8835,"(40.65759, -73.8835)",VAN SICLEN AVENUE,WORTMAN AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4457382,Sedan,Bike,,,
09/08/2021,13:25,BROOKLYN,11217,40.68787,-73.978355,"(40.68787, -73.978355)",FULTON STREET,ASHLAND PLACE,,1,0,0,0,1,0,0,0,View Obstructed/Limited,View Obstructed/Limited,,,,4457441,Station Wagon/Sport Utility Vehicle,Bike,,,
09/13/2021,18:40,,,40.682186,-73.86982,"(40.682186, -73.86982)",ATLANTIC AVENUE,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4457474,Sedan,Bike,,,
09/13/2021,15:01,MANHATTAN,10003,40.724556,-73.99152,"(40.724556, -73.99152)",,,11        EAST 1 STREET,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4457717,Sedan,Bike,,,
09/12/2021,13:41,STATEN ISLAND,10310,40.63367,-74.12848,"(40.63367, -74.12848)",CASTLETON AVENUE,RECTOR STREET,,2,0,0,0,1,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4457619,Sedan,Sedan,Bike,,
09/11/2021,21:55,MANHATTAN,10001,40.747593,-73.994194,"(40.747593, -73.994194)",,,221       WEST 28 STREET,1,0,0,0,1,0,0,0,Pavement Defective,,,,,4457412,Bike,,,,
09/13/2021,13:52,,,40.63667,-74.02567,"(40.63667, -74.02567)",3 AVENUE,68 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4456835,Sedan,Bike,,,
09/13/2021,8:45,BROOKLYN,11229,,,,EAST 19 STREET,AVENUE U,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4456960,Station Wagon/Sport Utility Vehicle,E-Bike,,,
09/13/2021,12:00,,,40.82942,-73.91226,"(40.82942, -73.91226)",CLAY AVENUE,,,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4456986,Station Wagon/Sport Utility Vehicle,E-Bike,,,
12/17/2021,10:45,BROOKLYN,11215,40.666134,-73.99224,"(40.666134, -73.99224)",4 AVENUE,16 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4487258,Pick-up Truck,Bike,,,
12/15/2021,12:40,BROOKLYN,11230,40.622963,-73.965866,"(40.622963, -73.965866)",,,1078      EAST 10 STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4486853,Bike,Station Wagon/Sport Utility Vehicle,,,
12/14/2021,18:47,BROOKLYN,11208,40.681675,-73.879135,"(40.681675, -73.879135)",FULTON STREET,NORWOOD AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,4487201,E-Bike,E-Bike,,,
12/15/2021,20:15,,,40.641212,-73.96444,"(40.641212, -73.96444)",CORTELYOU ROAD,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4487614,Bike,Sedan,,,
12/16/2021,11:50,BROOKLYN,11215,40.675434,-73.97797,"(40.675434, -73.97797)",UNION STREET,6 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4487588,Bike,Sedan,,,
12/10/2021,6:25,,,,,,EAST TREMONT AVENUE,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4487339,Station Wagon/Sport Utility Vehicle,Bike,,,
12/16/2021,8:00,MANHATTAN,10032,40.84095,-73.939476,"(40.84095, -73.939476)",WEST 168 STREET,SAINT NICHOLAS AVENUE,,2,0,1,0,1,0,0,0,Unspecified,,,,,4487403,Bike,,,,
12/16/2021,13:22,,,40.79793,-73.934,"(40.79793, -73.934)",1 AVENUE,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4487944,Taxi,E-Bike,,,
12/17/2021,9:28,BROOKLYN,11234,40.634964,-73.932076,"(40.634964, -73.932076)",,,4612      GLENWOOD ROAD,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4487539,Station Wagon/Sport Utility Vehicle,Bike,,,
12/17/2021,13:15,,,40.729446,-74.00518,"(40.729446, -74.00518)",VARICK STREET,,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4487300,Sedan,Bike,,,
12/17/2021,8:59,MANHATTAN,10010,40.73555,-73.979355,"(40.73555, -73.979355)",1 AVENUE,EAST 21 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487714,Bike,Station Wagon/Sport Utility Vehicle,,,
12/15/2021,13:08,,,40.6686,-73.73676,"(40.6686, -73.73676)",138 AVENUE,BROOKVILLE BOULEVARD,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4486724,Station Wagon/Sport Utility Vehicle,Bike,,,
12/17/2021,13:25,MANHATTAN,10007,40.715996,-74.0071,"(40.715996, -74.0071)",CHURCH STREET,DUANE STREET,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4487268,Taxi,Bike,,,
12/15/2021,6:22,MANHATTAN,10032,40.83027,-73.94393,"(40.83027, -73.94393)",WEST 153 STREET,AMSTERDAM AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4487836,Ambulance,Bike,,,
12/10/2021,20:05,BROOKLYN,11238,40.681767,-73.96754,"(40.681767, -73.96754)",ATLANTIC AVENUE,VANDERBILT AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4487599,Sedan,Bike,,,
12/16/2021,18:30,QUEENS,11358,40.750507,-73.80302,"(40.750507, -73.80302)",PIDGEON MEADOW ROAD,164 STREET,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4487448,Sedan,Bike,,,
12/13/2021,21:52,MANHATTAN,10018,40.758976,-73.99394,"(40.758976, -73.99394)",WEST 42 STREET,DYER AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,4487549,E-Bike,Bike,,,
12/02/2021,8:10,BROOKLYN,11217,40.68185,-73.98004,"(40.68185, -73.98004)",SAINT MARKS PLACE,4 AVENUE,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Driver Inattention/Distraction,,,,4487586,Station Wagon/Sport Utility Vehicle,E-Bike,,,
12/15/2021,17:39,BROOKLYN,11212,40.656544,-73.90546,"(40.656544, -73.90546)",HEGEMAN AVENUE,OSBORN STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4486845,Sedan,Bike,,,
09/13/2021,4:17,BRONX,10457,40.84869,-73.90329,"(40.84869, -73.90329)",EAST TREMONT AVENUE,ANTHONY AVENUE,,1,0,0,0,1,0,0,0,Unspecified,,,,,4457045,Bike,,,,
08/28/2021,18:00,BRONX,10460,40.844013,-73.88832,"(40.844013, -73.88832)",,,784       EAST TREMONT AVENUE,1,0,0,0,1,0,0,0,Other Vehicular,Failure to Yield Right-of-Way,,,,4457999,Sedan,Bike,,,
08/27/2021,16:55,MANHATTAN,10004,40.703598,-74.0144,"(40.703598, -74.0144)",STATE STREET,BRIDGE STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4457770,Bike,Station Wagon/Sport Utility Vehicle,,,
09/14/2021,9:22,BRONX,10451,40.81572,-73.925064,"(40.81572, -73.925064)",EAST 144 STREET,RIDER AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4457314,Sedan,Bike,,,
09/11/2021,1:28,,,40.79599,-73.96896,"(40.79599, -73.96896)",AMSTERDAM AVENUE,,,1,1,0,0,1,1,0,0,Unspecified,,,,,4457900,E-Bike,,,,
09/14/2021,14:45,,,40.721375,-73.7903,"(40.721375, -73.7903)",UTOPIA PARKWAY,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4457640,Station Wagon/Sport Utility Vehicle,Bike,,,
08/23/2021,1:15,BROOKLYN,11224,40.57698,-73.981575,"(40.57698, -73.981575)",MERMAID AVENUE,STILLWELL AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4457805,Sedan,Bike,,,
09/01/2021,14:45,,,40.735313,-73.994125,"(40.735313, -73.994125)",EAST 13 STREET,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4457861,Sedan,Bike,,,
09/06/2021,18:29,MANHATTAN,10011,40.73656,-74.0011,"(40.73656, -74.0011)",7 AVENUE SOUTH,GREENWICH AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4457862,Station Wagon/Sport Utility Vehicle,Bike,,,
09/14/2021,17:12,BROOKLYN,11234,40.651707,-73.86579,"(40.651707, -73.86579)",ERSKINE STREET,SHORE PARKWAY,,1,0,0,0,1,0,0,0,Unspecified,,,,,4457485,Bike,,,,
09/14/2021,23:57,QUEENS,11368,40.74788,-73.85731,"(40.74788, -73.85731)",108 STREET,45 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4457727,Bike,Station Wagon/Sport Utility Vehicle,,,
04/23/2021,18:10,QUEENS,11101,40.753998,-73.94244,"(40.753998, -73.94244)",41 AVENUE,21 STREET,,1,0,0,0,1,0,0,0,Reaction to Uninvolved Vehicle,,,,,4410113,E-Bike,,,,
04/21/2021,6:45,,,40.756474,-73.94727,"(40.756474, -73.94727)",VERNON BOULEVARD,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4409509,Bike,Pick-up Truck,,,
04/22/2021,18:00,MANHATTAN,10001,40.747894,-73.989174,"(40.747894, -73.989174)",AVENUE OF THE AMERICAS,WEST 31 STREET,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4410046,Bike,Bike,,,
04/23/2021,14:50,BROOKLYN,11209,40.634792,-74.032326,"(40.634792, -74.032326)",72 STREET,COLONIAL ROAD,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4409862,Bike,,,,
04/21/2021,17:20,QUEENS,11379,40.712646,-73.89936,"(40.712646, -73.89936)",METROPOLITAN AVENUE,62 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4409304,Station Wagon/Sport Utility Vehicle,Bike,,,
04/22/2021,19:16,MANHATTAN,10021,40.767532,-73.953255,"(40.767532, -73.953255)",YORK AVENUE,EAST 73 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4409716,Taxi,E-Bike,,,
04/19/2021,23:35,MANHATTAN,10017,40.753242,-73.96662,"(40.753242, -73.96662)",1 AVENUE,EAST 49 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4409899,Station Wagon/Sport Utility Vehicle,E-Bike,,,
04/19/2021,12:30,,,40.69529,-73.94339,"(40.69529, -73.94339)",VERNON AVENUE,,,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4410216,Sedan,Bike,,,
04/21/2021,10:58,MANHATTAN,10035,40.80083,-73.94422,"(40.80083, -73.94422)",,,1787      MADISON AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4409245,Taxi,Bike,,,
04/18/2021,13:15,MANHATTAN,10001,,,,12 AVENUE,WEST 34 STREET,,1,0,0,0,1,0,0,0,Obstruction/Debris,,,,,4409774,Bike,,,,
04/20/2021,20:59,BROOKLYN,11218,,,,OCEAN PARKWAY,DITMAS AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4410476,E-Bike,Bike,,,
04/23/2021,12:45,MANHATTAN,10002,40.721985,-73.98552,"(40.721985, -73.98552)",EAST HOUSTON STREET,NORFOLK STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4409826,Sedan,E-Bike,,,
04/21/2021,16:20,MANHATTAN,10024,40.784355,-73.98117,"(40.784355, -73.98117)",WEST END AVENUE,WEST 79 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4409309,Sedan,Bike,,,
04/23/2021,22:58,,,40.691227,-73.98214,"(40.691227, -73.98214)",FLATBUSH AVENUE EXTENSION,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4409880,Station Wagon/Sport Utility Vehicle,E-Bike,,,
04/21/2021,9:44,,,,,,18 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4409525,Sedan,Bike,,,
04/23/2021,12:05,BROOKLYN,11219,40.62748,-74.00714,"(40.62748, -74.00714)",67 STREET,11 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Traffic Control Disregarded,,,,4409801,Bike,,,,
04/22/2021,19:13,QUEENS,11375,40.71382,-73.85676,"(40.71382, -73.85676)",68 AVENUE,SELFRIDGE STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4409759,Sedan,Bike,,,
04/22/2021,17:30,BROOKLYN,11220,40.647064,-74.02263,"(40.647064, -74.02263)",1 AVENUE,56 STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,4410000,E-Bike,,,,
04/23/2021,8:21,STATEN ISLAND,10304,40.604572,-74.091125,"(40.604572, -74.091125)",,,1000      TARGEE STREET,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,,,,4409744,Station Wagon/Sport Utility Vehicle,Bike,,,
04/22/2021,15:52,,,40.68286,-73.97278,"(40.68286, -73.97278)",SOUTH OXFORD STREET,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4409608,Taxi,Bike,,,
04/23/2021,11:32,BROOKLYN,11232,40.66401,-73.99771,"(40.66401, -73.99771)",3 AVENUE,21 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4409840,Sedan,E-Bike,,,
04/21/2021,23:11,BROOKLYN,11236,40.650402,-73.89422,"(40.650402, -73.89422)",GLENWOOD ROAD,EAST 108 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4409992,Station Wagon/Sport Utility Vehicle,Bike,,,
04/21/2021,20:12,MANHATTAN,10002,40.712994,-73.98853,"(40.712994, -73.98853)",,,38        JEFFERSON STREET,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4409410,Sedan,E-Bike,,,
03/25/2021,15:30,MANHATTAN,10027,40.813374,-73.956276,"(40.813374, -73.956276)",WEST 125 STREET,AMSTERDAM AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way,,,,4410340,Bus,Bike,,,
04/23/2021,20:25,BROOKLYN,11233,40.67879,-73.913635,"(40.67879, -73.913635)",,,171       BOYLAND STREET,1,0,0,0,1,0,0,0,Unspecified,,,,,4410095,Station Wagon/Sport Utility Vehicle,Bike,,,
04/21/2021,16:55,BROOKLYN,11236,40.635506,-73.913284,"(40.635506, -73.913284)",EAST 80 STREET,FLATLANDS AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4409336,Sedan,Bike,,,
04/22/2021,15:00,BROOKLYN,11216,40.681446,-73.94644,"(40.681446, -73.94644)",MARCY AVENUE,MACON STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4410363,Station Wagon/Sport Utility Vehicle,Bike,,,
12/08/2021,14:19,,,40.767803,-73.95601,"(40.767803, -73.95601)",EAST 72 STREET,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4484840,Sedan,Bike,,,
03/09/2021,12:30,MANHATTAN,10028,40.780857,-73.958824,"(40.780857, -73.958824)",EAST 86 STREET,MADISON AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4409797,Station Wagon/Sport Utility Vehicle,Bike,,,
04/19/2021,20:29,,,40.85432,-73.92826,"(40.85432, -73.92826)",WEST 190 STREET,,,2,0,1,0,1,0,0,0,Failure to Yield Right-of-Way,,,,,4410219,Bike,,,,
