CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
08/25/2020,20:10,,,40.701508,-73.88608,"(40.701508, -73.88608)",MYRTLE AVENUE                   ,67 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4342880,Sedan,Bike,,,
08/26/2020,18:10,BROOKLYN,11213,40.6642,-73.92941,"(40.6642, -73.92941)",EAST NEW YORK AVENUE            ,MONTGOMERY STREET,,1,0,0,0,1,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4342102,Sedan,Bike,,,
10/10/2020,19:00,,,40.698536,-73.91788,"(40.698536, -73.91788)",BLEECKER STREET                 ,,,1,0,0,0,1,0,0,0,Glare,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4356718,Bike,Station Wagon/Sport Utility Vehicle,,,
08/26/2020,23:50,BROOKLYN,11222,40.722637,-73.95419,"(40.722637, -73.95419)",NASSAU AVENUE                   ,BANKER STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4342237,Sedan,Bike,,,
08/26/2020,19:48,BROOKLYN,11219,40.635025,-73.99213,"(40.635025, -73.99213)",49 STREET                       ,13 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4343104,Sedan,Bike,,,
10/06/2020,5:57,,,40.8047,-73.91243,"(40.8047, -73.91243)",BRUCKNER BOULEVARD              ,EAST 138 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4355295,Bike,Station Wagon/Sport Utility Vehicle,,,
09/08/2020,4:08,,,40.87683,-73.86472,"(40.87683, -73.86472)",HOLLAND AVENUE                  ,EAST GUN HILL ROAD,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4345868,Sedan,E-Scooter,,,
09/08/2020,9:45,MANHATTAN,10009,40.725876,-73.97754,"(40.725876, -73.97754)",AVENUE C                        ,EAST 10 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4350801,Sedan,E-Scooter,,,
09/23/2020,17:05,,,40.655563,-73.87974,"(40.655563, -73.87974)",FLATLANDS AVENUE                ,,,1,0,0,0,1,0,0,0,Other Vehicular,Failure to Yield Right-of-Way,,,,4351482,E-Scooter,Station Wagon/Sport Utility Vehicle,,,
10/02/2020,9:00,,,40.642303,-74.01324,"(40.642303, -74.01324)",55 STREET                       ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4353924,Station Wagon/Sport Utility Vehicle,Bike,,,
10/06/2020,20:45,BROOKLYN,11209,40.62149,-74.02622,"(40.62149, -74.02622)",86 STREET                       ,5 AVENUE,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4355324,Station Wagon/Sport Utility Vehicle,Bike,,,
09/17/2020,14:30,BROOKLYN,11229,40.610504,-73.95767,"(40.610504, -73.95767)",AVENUE P                        ,EAST 16 STREET,,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,,,,4349450,Sedan,Bike,,,
09/20/2020,13:40,BRONX,10457,40.848316,-73.89534,"(40.848316, -73.89534)",,,4278      3 AVENUE                      ,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4350190,Bike,Sedan,,,
10/07/2020,17:30,BROOKLYN,11207,40.67189,-73.895874,"(40.67189, -73.895874)",PITKIN AVENUE                   ,PENNSYLVANIA AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unsafe Speed,,,,4355566,E-Bike,Sedan,,,
08/26/2020,9:35,MANHATTAN,10030,40.822834,-73.941925,"(40.822834, -73.941925)",8 AVENUE                        ,WEST 145 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4342224,Station Wagon/Sport Utility Vehicle,Bike,,,
09/27/2020,23:50,,,40.827423,-73.86823,"(40.827423, -73.86823)",ROSEDALE AVENUE                 ,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4352914,Station Wagon/Sport Utility Vehicle,Bike,,,
08/28/2020,15:30,MANHATTAN,10016,40.746296,-73.97169,"(40.746296, -73.97169)",1 AVENUE                        ,EAST 38 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4344515,E-Scooter,Sedan,,,
09/06/2020,3:20,MANHATTAN,10036,40.758022,-73.981804,"(40.758022, -73.981804)",WEST 47 STREET                  ,AVENUE OF THE AMERICAS,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4345687,E-Bike,Bus,,,
09/25/2020,0:00,BROOKLYN,11207,40.681946,-73.904884,"(40.681946, -73.904884)",BUSHWICK AVENUE                 ,DE SALES PLACE,,2,0,0,0,1,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4352777,Sedan,E-Bike,,,
08/30/2020,18:55,,,40.606728,-73.76394,"(40.606728, -73.76394)",BAYSWATER AVENUE                ,BAY 25 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4343553,Sedan,Bike,,,
09/17/2020,23:30,,,40.686993,-73.976555,"(40.686993, -73.976555)",LAFAYETTE AVENUE                ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4349488,Bike,,,,
09/07/2020,13:20,MANHATTAN,10019,,,,12 AVENUE                       ,WEST 55 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way,,,,4345694,Sedan,E-Scooter,,,
09/10/2020,16:50,,,40.731613,-73.9545,"(40.731613, -73.9545)",MANHATTAN AVENUE                ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4346834,Bike,,,,
09/03/2020,18:38,BROOKLYN,11219,40.635548,-73.99487,"(40.635548, -73.99487)",,,5015      NEW UTRECHT AVENUE            ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4346028,Station Wagon/Sport Utility Vehicle,Bike,,,
09/09/2020,20:37,QUEENS,11357,40.789505,-73.8086,"(40.789505, -73.8086)",14 ROAD                         ,14 AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4346483,Station Wagon/Sport Utility Vehicle,Bike,,,
09/10/2020,14:00,BROOKLYN,11220,,,,70 STREET                       ,7 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,,,,,4346757,E-Scooter,,,,
09/28/2020,13:00,QUEENS,11377,40.757298,-73.90774,"(40.757298, -73.90774)",,,30-84     51 STREET                     ,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4354054,Taxi,Bike,,,
08/24/2020,0:00,BROOKLYN,11201,40.692234,-73.987305,"(40.692234, -73.987305)",JAY STREET                      ,WILLOUGHBY STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,4341431,Bike,,,,
08/28/2020,11:30,QUEENS,11421,40.687984,-73.856575,"(40.687984, -73.856575)",86 STREET                       ,91 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342599,Sedan,Bike,,,
09/06/2020,22:19,,,40.775433,-73.90022,"(40.775433, -73.90022)",20 AVENUE                       ,,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4346827,E-Bike,Sedan,,,
10/07/2020,12:09,MANHATTAN,10002,40.72046,-73.98963,"(40.72046, -73.98963)",ALLEN STREET                    ,RIVINGTON STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4355654,Station Wagon/Sport Utility Vehicle,E-Scooter,,,
09/28/2020,6:45,,,40.663982,-73.72963,"(40.663982, -73.72963)",HOOK CREEK BOULEVARD            ,250 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4352472,Sedan,Bike,,,
08/21/2020,18:30,BROOKLYN,11207,40.670326,-73.88878,"(40.670326, -73.88878)",SUTTER AVENUE                   ,HENDRIX STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4341490,Station Wagon/Sport Utility Vehicle,Bike,,,
10/07/2020,8:45,,,40.822174,-73.95211,"(40.822174, -73.95211)",WEST 139 STREET                 ,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4355598,Station Wagon/Sport Utility Vehicle,Bike,,,
10/10/2020,4:07,BRONX,10472,40.825882,-73.862854,"(40.825882, -73.862854)",,,1851      BRUCKNER BOULEVARD            ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4356950,Sedan,Bike,,,
10/02/2020,10:30,BROOKLYN,11233,40.67398,-73.911156,"(40.67398, -73.911156)",BERGEN STREET                   ,ROCKAWAY AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Other Vehicular,,,,4354337,Sedan,Bike,,,
08/24/2020,14:45,QUEENS,11369,40.75962,-73.882324,"(40.75962, -73.882324)",31 AVENUE                       ,86 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4341925,Sedan,E-Scooter,,,
09/23/2020,20:15,,,40.674572,-73.96314,"(40.674572, -73.96314)",WASHINGTON AVENUE               ,,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,4351297,Station Wagon/Sport Utility Vehicle,E-Scooter,,,
08/23/2020,15:00,BROOKLYN,11229,40.59978,-73.95273,"(40.59978, -73.95273)",,,2086      EAST 19 STREET                ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4340922,Station Wagon/Sport Utility Vehicle,Bike,,,
09/24/2020,17:26,QUEENS,11372,40.75468,-73.893745,"(40.75468, -73.893745)",NORTHERN BOULEVARD              ,73 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4351613,Station Wagon/Sport Utility Vehicle,Bike,,,
09/04/2020,22:33,,,40.68418,-73.983955,"(40.68418, -73.983955)",NEVINS STREET                   ,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4344809,Station Wagon/Sport Utility Vehicle,Bike,,,
09/03/2020,10:11,BROOKLYN,11233,40.676315,-73.91055,"(40.676315, -73.91055)",,,2260      ATLANTIC AVENUE               ,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,,,,4344405,Bike,Sedan,,,
09/27/2020,17:30,QUEENS,11432,40.71461,-73.80255,"(40.71461, -73.80255)",164 STREET                      ,84 ROAD,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,4353020,Motorcycle,Bike,,,
09/19/2020,8:20,BROOKLYN,11219,40.63063,-74.00923,"(40.63063, -74.00923)",65 STREET                       ,FORT HAMILTON PARKWAY,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4349419,Sedan,E-Bike,,,
09/20/2020,1:15,,,40.690563,-73.94536,"(40.690563, -73.94536)",LAFAYETTE AVENUE                ,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4350470,Taxi,Bike,,,
08/30/2020,11:14,BRONX,10468,40.866726,-73.89799,"(40.866726, -73.89799)",JEROME AVENUE                   ,EAST 193 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4342919,Sedan,Bike,,,
09/29/2020,22:11,MANHATTAN,10002,40.720707,-73.981316,"(40.720707, -73.981316)",EAST HOUSTON STREET             ,AVENUE C,,1,0,0,0,1,0,0,0,Other Vehicular,Other Vehicular,,,,4353146,Sedan,E-Scooter,,,
08/26/2020,0:45,QUEENS,11372,40.755363,-73.88723,"(40.755363, -73.88723)",NORTHERN BOULEVARD              ,80 STREET,,2,0,0,0,1,0,1,0,Lane Marking Improper/Inadequate,Unspecified,,,,4344056,Bus,E-Scooter,,,
09/26/2020,16:30,MANHATTAN,10013,40.71755,-73.99932,"(40.71755, -73.99932)",CANAL STREET                    ,BAXTER STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4354214,Sedan,Bike,,,
10/01/2020,10:15,,,40.610172,-74.12146,"(40.610172, -74.12146)",MANOR ROAD                      ,NORTH GANNON AVENUE,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,,,,,4355464,Bike,,,,
09/18/2020,19:21,,,40.792927,-73.94791,"(40.792927, -73.94791)",PARK AVENUE                     ,,,2,0,0,0,1,0,1,0,Traffic Control Disregarded,Unspecified,,,,4354565,Bike,Moped,,,
08/26/2020,13:10,,,40.80297,-73.96387,"(40.80297, -73.96387)",CATHEDRAL PARKWAY               ,,,1,0,0,0,1,0,0,0,Turning Improperly,Passing or Lane Usage Improper,,,,4342512,Sedan,Bike,,,
08/22/2020,20:10,BROOKLYN,11207,40.66879,-73.88839,"(40.66879, -73.88839)",BLAKE AVENUE                    ,HENDRIX STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4341164,Station Wagon/Sport Utility Vehicle,E-Scooter,,,
08/27/2020,20:40,QUEENS,11378,40.725918,-73.89535,"(40.725918, -73.89535)",69 STREET                       ,GRAND AVENUE,,1,0,0,0,1,0,0,0,Passing Too Closely,Failure to Keep Right,,,,4342898,Station Wagon/Sport Utility Vehicle,Bike,,,
09/10/2020,9:18,BROOKLYN,11211,40.71473,-73.94208,"(40.71473, -73.94208)",METROPOLITAN AVENUE             ,BUSHWICK AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4346714,Station Wagon/Sport Utility Vehicle,Bike,,,
08/27/2020,16:43,BROOKLYN,11229,40.609333,-73.948425,"(40.609333, -73.948425)",QUENTIN ROAD                    ,BEDFORD AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4343187,Bike,Sedan,,,
09/01/2020,17:15,STATEN ISLAND,10314,40.61334,-74.11919,"(40.61334, -74.11919)",TODT HILL ROAD                  ,VICTORY BOULEVARD,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Unspecified,,,4344103,Sedan,Sedan,Bike,,
10/02/2020,16:05,MANHATTAN,10024,40.784992,-73.98261,"(40.784992, -73.98261)",RIVERSIDE DRIVE                 ,WEST 79 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4353973,Sedan,Bike,,,
08/26/2020,20:16,BROOKLYN,11223,40.59783,-73.965485,"(40.59783, -73.965485)",AVENUE U                        ,OCEAN PARKWAY,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4342138,Station Wagon/Sport Utility Vehicle,Bike,,,
09/03/2020,12:30,BROOKLYN,11208,40.667828,-73.87329,"(40.667828, -73.87329)",,,1078      HEGEMAN AVENUE                ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4345730,Sedan,E-Scooter,,,
09/09/2020,11:30,BROOKLYN,11201,40.69684,-73.98707,"(40.69684, -73.98707)",JAY STREET                      ,CATHEDRAL PLACE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,4348199,Sedan,Bike,,,
08/24/2020,14:00,MANHATTAN,10027,40.80849,-73.947174,"(40.80849, -73.947174)",,,163       WEST 125 STREET               ,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,4341448,Bike,Sedan,,,
09/11/2020,12:10,,,40.688324,-73.96482,"(40.688324, -73.96482)",LAFAYETTE AVENUE                ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4347067,Station Wagon/Sport Utility Vehicle,Bike,,,
08/28/2020,21:10,QUEENS,11385,40.712696,-73.900604,"(40.712696, -73.900604)",FRESH POND ROAD                 ,METROPOLITAN AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4342911,Sedan,E-Scooter,,,
10/02/2020,14:16,BROOKLYN,11223,40.609585,-73.9661,"(40.609585, -73.9661)",,,707       AVENUE P                      ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4354668,Station Wagon/Sport Utility Vehicle,Bike,,,
08/25/2020,13:45,BROOKLYN,11221,40.691822,-73.92223,"(40.691822, -73.92223)",BUSHWICK AVENUE                 ,GROVE STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4341897,Station Wagon/Sport Utility Vehicle,E-Bike,,,
09/14/2020,19:45,QUEENS,11101,40.75475,-73.93678,"(40.75475, -73.93678)",CRESCENT STREET                 ,39 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4353208,Bike,Station Wagon/Sport Utility Vehicle,,,
09/22/2020,0:00,BROOKLYN,11251,40.701378,-73.963684,"(40.701378, -73.963684)",,,652       KENT AVENUE                   ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4350600,Bike,Station Wagon/Sport Utility Vehicle,,,
10/10/2020,12:19,,,40.77305,-73.92148,"(40.77305, -73.92148)",CRESCENT STREET                 ,HOYT AVENUE SOUTH,,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,,,,4356732,Taxi,Bike,,,
08/27/2020,2:30,QUEENS,11385,40.701492,-73.90547,"(40.701492, -73.90547)",SENECA AVENUE                   ,PUTNAM AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4342920,Bike,Bus,,,
08/31/2020,14:50,,,40.712,-73.82546,"(40.712, -73.82546)",QUEENS BOULEVARD                ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4358223,Sedan,Bike,,,
10/01/2020,7:37,BROOKLYN,11222,40.73328,-73.95213,"(40.73328, -73.95213)",MC GUINNESS BOULEVARD           ,HURON STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Traffic Control Disregarded,,,,4353720,Station Wagon/Sport Utility Vehicle,Bike,,,
08/22/2020,13:40,,,40.68382,-73.83685,"(40.68382, -73.83685)",105 STREET                      ,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4341090,Station Wagon/Sport Utility Vehicle,Bike,,,
08/21/2020,19:00,,,40.785866,-73.950935,"(40.785866, -73.950935)",EAST 96 STREET                  ,,,1,0,0,0,1,0,0,0,Unsafe Speed,Traffic Control Disregarded,,,,4341121,Sedan,E-Bike,,,
09/27/2020,9:45,MANHATTAN,10033,40.84491,-73.93324,"(40.84491, -73.93324)",WEST 176 STREET                 ,AMSTERDAM AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4352239,Station Wagon/Sport Utility Vehicle,E-Scooter,,,
09/08/2020,8:14,BROOKLYN,11222,40.737286,-73.95543,"(40.737286, -73.95543)",BOX STREET                      ,MANHATTAN AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4348795,Station Wagon/Sport Utility Vehicle,Bike,,,
09/30/2020,19:00,BROOKLYN,11207,40.674397,-73.896515,"(40.674397, -73.896515)",PENNSYLVANIA AVENUE             ,LIBERTY AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4353569,Station Wagon/Sport Utility Vehicle,Bike,,,
10/01/2020,19:35,QUEENS,11377,40.739956,-73.89421,"(40.739956, -73.89421)",QUEENS BOULEVARD                ,70 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4355484,Sedan,Bike,,,
09/11/2020,22:25,,,40.75831,-73.96294,"(40.75831, -73.96294)",1 AVENUE                        ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,4347070,Bike,,,,
08/30/2020,16:22,BROOKLYN,11229,40.598587,-73.95344,"(40.598587, -73.95344)",,,2117      EAST 18 STREET                ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4343157,Station Wagon/Sport Utility Vehicle,Bike,,,
09/12/2020,0:20,BROOKLYN,11220,40.640625,-74.014984,"(40.640625, -74.014984)",58 STREET                       ,5 AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4352868,Sedan,E-Bike,,,
10/01/2020,16:00,BROOKLYN,11209,40.63411,-74.0326,"(40.63411, -74.0326)",73 STREET                       ,COLONIAL ROAD,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4353666,Station Wagon/Sport Utility Vehicle,Bike,,,
10/02/2020,16:17,BROOKLYN,11201,,,,water street                    ,old fulton street,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4354013,Sedan,Bike,,,
09/05/2020,0:18,,,40.669704,-73.94774,"(40.669704, -73.94774)",NEW YORK AVENUE                 ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4347726,Sedan,E-Bike,,,
09/27/2020,1:00,,,40.699158,-73.927055,"(40.699158, -73.927055)",CENTRAL AVENUE                  ,SUYDAM STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unsafe Speed,,,,4352635,Station Wagon/Sport Utility Vehicle,Bike,,,
10/06/2020,17:30,BROOKLYN,11222,40.724056,-73.94993,"(40.724056, -73.94993)",NASSAU AVENUE                   ,LEONARD STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4355529,Taxi,Bike,,,
09/27/2020,16:40,,,,,,,,91        EAST DRIVE                    ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4352671,Bike,Bike,,,
08/27/2020,14:38,BRONX,10458,40.860996,-73.89643,"(40.860996, -73.89643)",EAST 188 STREET                 ,VALENTINE AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4342505,Sedan,E-Scooter,,,
10/07/2020,19:00,BROOKLYN,11237,40.70281,-73.9254,"(40.70281, -73.9254)",STARR STREET                    ,KNICKERBOCKER AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4363606,E-Bike,,,,
09/16/2020,14:51,BRONX,10466,40.8891,-73.8422,"(40.8891, -73.8422)",,,3932      BAYCHESTER AVENUE             ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4351088,Sedan,E-Bike,,,
10/06/2020,16:00,BROOKLYN,11235,40.58766,-73.95713,"(40.58766, -73.95713)",AVENUE Z                        ,HOMECREST AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4355339,Sedan,Bike,,,
10/01/2020,8:50,MANHATTAN,10010,40.738575,-73.98252,"(40.738575, -73.98252)",,,219       EAST 23 STREET                ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,4354344,Station Wagon/Sport Utility Vehicle,Bike,,,
09/18/2020,6:35,MANHATTAN,10002,40.717533,-73.982925,"(40.717533, -73.982925)",,,53        PITT STREET                   ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4349603,Bike,,,,
08/27/2020,20:09,,,40.663284,-73.96096,"(40.663284, -73.96096)",WASHINGTON AVENUE               ,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4342378,Sedan,Bike,,,
09/06/2020,4:03,,,,,,EAST 98 STREET                  ,STRAUSS STRREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4345235,Station Wagon/Sport Utility Vehicle,Bike,,,
09/27/2020,20:10,BROOKLYN,11212,40.654312,-73.91759,"(40.654312, -73.91759)",LINDEN BOULEVARD                ,CHURCH AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4352493,Taxi,Bike,,,
09/15/2020,12:45,,,40.809692,-73.94409,"(40.809692, -73.94409)",LENOX AVENUE                    ,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4348407,Station Wagon/Sport Utility Vehicle,Bike,,,
10/04/2020,0:00,BRONX,10462,40.838116,-73.85002,"(40.838116, -73.85002)",PARKER STREET                   ,GLEBE AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4355198,Sedan,Bike,,,
10/05/2020,10:55,MANHATTAN,10013,40.721966,-74.00824,"(40.721966, -74.00824)",HUDSON STREET                   ,LAIGHT STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4354856,Box Truck,Bike,,,
09/04/2020,9:10,BROOKLYN,11217,40.687183,-73.9766,"(40.687183, -73.9766)",FULTON STREET                   ,FORT GREENE PLACE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4344767,Sedan,Bike,,,
09/17/2020,13:15,BRONX,10454,40.803844,-73.91051,"(40.803844, -73.91051)",,,800       EAST 138 STREET               ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4349024,E-Bike,Station Wagon/Sport Utility Vehicle,,,
09/10/2020,11:55,,,40.71558,-73.960144,"(40.71558, -73.960144)",BEDFORD AVENUE                  ,,,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,,,,4350056,Bike,Sedan,,,
10/02/2020,15:20,,,40.69037,-73.92755,"(40.69037, -73.92755)",PATCHEN AVENUE                  ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4360981,Sedan,Bike,,,
10/01/2020,16:17,MANHATTAN,10010,40.737885,-73.98091,"(40.737885, -73.98091)",2 AVENUE                        ,EAST 23 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4353990,Station Wagon/Sport Utility Vehicle,Bike,,,
08/26/2020,8:40,,,40.728584,-73.82047,"(40.728584, -73.82047)",147 STREET                      ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4342148,Station Wagon/Sport Utility Vehicle,Bike,,,
09/09/2020,15:00,QUEENS,11368,40.74925,-73.858025,"(40.74925, -73.858025)",,,42-06     108 STREET                    ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4358243,Sedan,Bike,,,
09/02/2020,9:00,BROOKLYN,11226,40.639263,-73.964066,"(40.639263, -73.964066)",MARLBOROUGH ROAD                ,DORCHESTER ROAD,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4344356,Station Wagon/Sport Utility Vehicle,Bike,,,
